0	EQUIPMENT_ADDON	equipment_addon_array	84
1	WEAPON_MAJOR_TYPE	weapon_major_type_array	68
2	WEAPON_SUB_TYPE	weapon_sub_type_array	356
3	WEAPON_ESSENCE	weapon_essence_array	1424
4	ARMOR_MAJOR_TYPE	armor_major_type_array	68
5	ARMOR_SUB_TYPE	armor_sub_type_array	72
6	ARMOR_ESSENCE	armor_essence_array	1132
7	DECORATION_MAJOR_TYPE	decoration_major_type_array	68
8	DECORATION_SUB_TYPE	decoration_sub_type_array	72
9	DECORATION_ESSENCE	decoration_essence_array	1172
10	MEDICINE_MAJOR_TYPE	medicine_major_type_array	68
11	MEDICINE_SUB_TYPE	medicine_sub_type_array	68
12	MEDICINE_ESSENCE	medicine_essence_array	376
13	MATERIAL_MAJOR_TYPE	material_major_type_array	68
14	MATERIAL_SUB_TYPE	material_sub_type_array	68
15	MATERIAL_ESSENCE	material_essence_array	368
16	DAMAGERUNE_SUB_TYPE	damagerune_sub_type_array	68
17	DAMAGERUNE_ESSENCE	damagerune_essence_array	364
18	ARMORRUNE_SUB_TYPE	armorrune_sub_type_array	68
19	ARMORRUNE_ESSENCE	armorrune_essence_array	624
20	SKILLTOME_SUB_TYPE	skilltome_sub_type_array	68
21	SKILLTOME_ESSENCE	skilltome_essence_array	348
22	FLYSWORD_ESSENCE	flysword_essence_array	776
23	WINGMANWING_ESSENCE	wingmanwing_essence_array	488
24	TOWNSCROLL_ESSENCE	townscroll_essence_array	348
25	UNIONSCROLL_ESSENCE	unionscroll_essence_array	348
26	REVIVESCROLL_ESSENCE	revivescroll_essence_array	352
27	ELEMENT_ESSENCE	element_essence_array	348
28	TASKMATTER_ESSENCE	taskmatter_essence_array	208
29	TOSSMATTER_ESSENCE	tossmatter_essence_array	888
30	PROJECTILE_TYPE	projectile_type_array	68
31	PROJECTILE_ESSENCE	projectile_essence_array	892
32	QUIVER_SUB_TYPE	quiver_sub_type_array	68
33	QUIVER_ESSENCE	quiver_essence_array	340
34	STONE_SUB_TYPE	stone_sub_type_array	68
35	STONE_ESSENCE	stone_essence_array	476
36	MONSTER_ADDON	monster_addon_array	84
37	MONSTER_TYPE	monster_type_array	196
38	MONSTER_ESSENCE	monster_essence_array	1664
39	NPC_TALK_SERVICE	npc_talk_service_array	72
40	NPC_SELL_SERVICE	npc_sell_service_array	4392
41	NPC_BUY_SERVICE	npc_buy_service_array	72
42	NPC_REPAIR_SERVICE	npc_repair_service_array	72
43	NPC_INSTALL_SERVICE	npc_install_service_array	200
44	NPC_UNINSTALL_SERVICE	npc_uninstall_service_array	200
45	NPC_TASK_IN_SERVICE	npc_task_in_service_array	1092
46	NPC_TASK_OUT_SERVICE	npc_task_out_service_array	1124
47	NPC_TASK_MATTER_SERVICE	npc_task_matter_service_array	644
48	NPC_SKILL_SERVICE	npc_skill_service_array	1096
49	NPC_HEAL_SERVICE	npc_heal_service_array	72
50	NPC_TRANSMIT_SERVICE	npc_transmit_service_array	460
51	NPC_TRANSPORT_SERVICE	npc_transport_service_array	328
52	NPC_PROXY_SERVICE	npc_proxy_service_array	72
53	NPC_STORAGE_SERVICE	npc_storage_service_array	68
54	NPC_MAKE_SERVICE	npc_make_service_array	1228
55	NPC_DECOMPOSE_SERVICE	npc_decompose_service_array	72
56	NPC_TYPE	npc_type_array	68
57	NPC_ESSENCE	npc_essence_array	880
58	talk_proc	talk_proc_array	144
59	FACE_TEXTURE_ESSENCE	face_texture_essence_array	480
60	FACE_SHAPE_ESSENCE	face_shape_essence_array	348
61	FACE_EMOTION_TYPE	face_emotion_type_array	196
62	FACE_EXPRESSION_ESSENCE	face_expression_essence_array	336
63	FACE_HAIR_ESSENCE	face_hair_essence_array	472
64	FACE_MOUSTACHE_ESSENCE	face_moustache_essence_array	340
65	COLORPICKER_ESSENCE	colorpicker_essence_array	208
66	CUSTOMIZEDATA_ESSENCE	customizedata_essence_array	332
67	RECIPE_MAJOR_TYPE	recipe_major_type_array	68
68	RECIPE_SUB_TYPE	recipe_sub_type_array	68
69	RECIPE_ESSENCE	recipe_essence_array	428
70	ENEMY_FACTION_CONFIG	enemy_faction_config_array	196
71	CHARRACTER_CLASS_CONFIG	character_class_config_array	208
72	PARAM_ADJUST_CONFIG	param_adjust_config_array	676
73	PLAYER_ACTION_INFO_CONFIG	player_action_info_config_array	616
74	TASKDICE_ESSENCE	taskdice_essence_array	504
75	TASKNORMALMATTER_ESSENCE	tasknormalmatter_essence_array	344
76	FACE_FALING_ESSENCE	face_faling_essence_array	340
77	PLAYER_LEVELEXP_CONFIG	player_levelexp_config_array	668
78	MINE_TYPE	mine_type_array	68
79	MINE_ESSENCE	mine_essence_array	560
80	NPC_IDENTIFY_SERVICE	npc_identify_service_array	72
81	FASHION_MAJOR_TYPE	fashion_major_type_array	68
82	FASHION_SUB_TYPE	fashion_sub_type_array	72
83	FASHION_ESSENCE	fashion_essence_array	736
84	FACETICKET_MAJOR_TYPE	faceticket_major_type_array	68
85	FACETICKET_SUB_TYPE	faceticket_sub_type_array	68
86	FACETICKET_ESSENCE	faceticket_essence_array	488
87	FACEPILL_MAJOR_TYPE	facepill_major_type_array	68
88	FACEPILL_SUB_TYPE	facepill_sub_type_array	68
89	FACEPILL_ESSENCE	facepill_essence_array	3436
90	SUITE_ESSENCE	suite_essence_array	292
91	GM_GENERATOR_TYPE	gm_generator_type_array	68
92	GM_GENERATOR_ESSENCE	gm_generator_essence_array	344
93	PET_TYPE	pet_type_array	68
94	PET_ESSENCE	pet_essence_array	684
95	PET_EGG_ESSENCE	pet_egg_essence_array	628
96	PET_FOOD_ESSENCE	pet_food_essence_array	360
97	PET_FACETICKET_ESSENCE	pet_faceticket_essence_array	344
98	FIREWORKS_ESSENCE	fireworks_essence_array	480
99	FIREWORKS2_ESSENCE	fireworks2_essence_array	1416
100	FIX_POSITION_TRANSMIT_ESSENCE	fix_position_transmit_essence_array	348
101	WAR_TANKCALLIN_ESSENCE	war_tankcallin_essence_array	344
102	NPC_WAR_TOWERBUILD_SERVICE	npc_war_towerbuild_service_array	148
103	PLAYER_SECONDLEVEL_CONFIG	player_secondlevel_config_array	1092
104	NPC_RESETPROP_SERVICE	npc_resetprop_service_array	368
105	NPC_PETNAME_SERVICE	npc_petname_service_array	76
